직무,기업,제목,주소,기술스택
SW/솔루션,넥스트칩,ISP SW 개발/Embedded SW FAE 부문 채용,경기 성남시,"Git
· GitHub
· C
· C#
· C++
· SourceTree
· Linux
· Eclipse
· Argo
· Embedded"
SW/솔루션,쿤텍,안티리버싱 응용 프로그램 개발자 신입/경력 채용,경기 성남시,"C
· C++
· SW"
SW/솔루션,휴템,스마트팩토리 시스템 구축 및 개발자,서울 금천구,"C#
· MSSQL
· RDB
· MES"
SW/솔루션,쿤텍,C 언어 개발자 경력/신입,경기 성남시,"c
· c++
· sw
· linux
· windows
· network"
SW/솔루션,메디트,Desktop Application 개발자 (신입),서울 영등포구,"C++
· Qt
· Electron
· Amazon S3"
SW/솔루션,에너자이,[전문연구요원 가능] AI Camera 테스트 / 화질최적화 엔지니어,서울 강남구,"Python
· AI/인공지능
· C
· C++"
SW/솔루션,테크플렉스,Embedded ARM/Linux 응용SW 및 Firmware 개발 엔지니어,대전 유성구,"Python
· Linux
· Embedded
· C
· C++
· SW
· FW"
SW/솔루션,인터엑스,[울산] QA 엔지니어,울산 중구,"github
· sw
· qa"
SW/솔루션,라온로드,SW/솔루션 신입 및 경력,경기 성남시,"Linux
· Windows
· C++
· OpenCV
· FFMPEG"
SW/솔루션,블루닷,[신입] 코덱 SW 엔지니어,서울 강남구,"C
· C++"
SW/솔루션,블루이엔지,반도체 장비 Software Engineer (신입 및 경력) 채용,경기 안양시,"SW
· C
· C++
· Linux
· Qt
· Socket.IO
· Visual Studio Code
· Ubuntu"
SW/솔루션,아이엠파인,뉴미디어 컨텐츠 개발자,서울 마포구,"Unity
· C#
· Git
· Unreal Engine
· C++"
SW/솔루션,엠엑스티바이오텍,바이오 공정 장비/시스템 제어 연구원(신입/경력),서울 성동구,"C++
· C#
· Qt
· ethernet
· WPF
· Linux
· C
· Ubuntu"
SW/솔루션,가온미디어,[가온그룹] Android시스템개발(WiFi 담당) 채용,경기 성남시,"C
· Embedded
· SW
· Linux
· Android OS
· C++
· Java
· Embedded Linux"
SW/솔루션,프리시젼바이오,"임베디드 기반 앱, 펌웨어 개발자 (대전)",대전 유성구,"Linux
· Embedded
· SW
· C
· C++
· Ubuntu
· Git
· Java
· FW
· Qt"
SW/솔루션,큐렉소,의료로봇 의료영상처리,"서울 송파구, 경기 성남시","C++
· .NET
· OpenCV
· DICOM
· AR
· VR"
SW/솔루션,쎄크,영상처리(Vision) S/W 개발,경기 수원시,"C++
· C#
· OpenCV
· SW"
SW/솔루션,도움이티에스,주니어 개발자 [C#/WEB] 인재를 모십니다. [파견근무 없음],서울 금천구,"Backendless
· ASP.NET
· MSSQL
· Git
· ERP
· MES
· C#
· .NET"
SW/솔루션,웨이즈원,[웨이즈원] 내비게이션 지도 및 소프트웨어 개발,경기 의왕시,"C
· SW
· deeplearning"
SW/솔루션,덴티움,[SW] 3D뷰어 SW UI개발,경기 수원시,"c
· c++
· qt
· opencv
· c#
· wpf"
SW/솔루션,맥사이언스,"디스플레이(OLED) 검사 및 계측 장비 응용소프트웨어 개발(VB.NET, C#)",경기 수원시,"SW
· C
· C++
· Vb.net
· C#"
SW/솔루션,스타마타,SW개발 신입/경력 채용,경기 성남시,"SW
· Python
· C
· C++"
SW/솔루션,클레,데스크탑 앱 개발자,서울 성동구,"C#
· .NET
· Qt
· C++
· OpenGL
· Python
· SW
· Windows
· Linux
· macOS"
SW/솔루션,비즈니스온커뮤니케이션,[스마트빌] ABAP개발자 모집,서울 강남구,"ABAP
· MySQL
· SW"
SW/솔루션,루미르,[루미르] Embedded Software 개발,경기 용인시,"C++
· Embedded
· C
· Mfc
· Java
· Python
· C#"
SW/솔루션,펨트론,"기술연구소 개발자 채용_머신비전,알고리즘 영상처리개발",서울 금천구,"C#
· C++
· Mfc
· MachineLearning
· SW"
SW/솔루션,펨트론,기술연구소 개발자 채용_Window 응용개발,서울 금천구,".NET
· OpenGL
· MySQL
· MSSQL
· TCP/IP
· C
· C++
· C#
· Mfc"
SW/솔루션,쎄크,PC 제어(시스템제어팀),경기 수원시,"C++
· Mfc
· SW
· Embedded
· C"
SW/솔루션,스타마타,SW개발 신입/경력 채용 (시뮬레이션),경기 성남시,SW
SW/솔루션,대상정보기술,SAP PP / PM / QM 담당자 채용,서울 광진구,"SAP
· ABAP
· ERP
· SW"
SW/솔루션,키미디에스,Java 솔루션 개발자,서울 서초구,"Java
· Spring Boot"
SW/솔루션,피피솔,GNSS/GPS (위성항법) 솔루션 개발자,서울 금천구,"Python
· MATLAB
· GitHub
· Git
· Docker
· RDB
· C
· C++
· Slack"
SW/솔루션,펨트론,기술연구소 개발자 채용_자동화설비 PC모션제어,서울 금천구,"C#
· C++
· Mfc
· .NET
· WPF"
SW/솔루션,메이븐클라우드서비스,응용프로그램 개발자(신입/경력) 채용,서울 강남구,SW
SW/솔루션,인텔리안테크놀로지스,[인텔리안테크] Application S/W 개발,경기 성남시,"Embedded Linux
· C
· C++
· TCP/IP
· Shell
· HTML5
· JsonAPI
· SW
· REST API"
SW/솔루션,에스피케이인크,HPC(High Performance Computing) on Cloud Service Engineer,서울 용산구,"SW
· HW"
SW/솔루션,대상정보기술,SAP HR 담당자 채용,서울 광진구,"SAP
· ABAP
· SW
· ERP"
SW/솔루션,대상정보기술,SAP MM 담당자 채용,서울 광진구,"SAP
· ABAP
· ERP
· SW"
SW/솔루션,대상정보기술,SAP SRM 시스템 담당자 채용,서울 광진구,"SAP
· ABAP
· SW"
SW/솔루션,한국비즈넷,물류ERP 솔루션 개발자,서울 구로구,"Java
· Spring
· JSP
· jQuery
· Oracle
· MSSQL
· ERP
· SW"
SW/솔루션,엠코프,Lua C++ 응용프로그램 운용,서울 강동구,"C++
· Lua
· BigData
· C#"
SW/솔루션,기가레인,[기가레인] S/W 개발자 채용,"경기 성남시, 경기 화성시","C
· C++
· Linux
· SW"
SW/솔루션,인텍에프에이,SW 제어 및 모니터링 프로그램 개발,경기 용인시,"Java
· C
· C++
· Python
· SW"
SW/솔루션,아르고스다인,로봇 자율 이동 모듈 개발자,경기 용인시,"C#
· C++
· C
· Embedded Linux
· FW
· SW
· Embedded"
SW/솔루션,이엘피,연구소 응용 SW 개발 신입 모집,경기 화성시,"Visual Studio
· Mfc
· C#
· SW"
SW/솔루션,엔젤로보틱스,[엔젤로보틱스] 로봇 제어 엔지니어,서울 성동구,"C
· C++
· FW
· SW
· HW
· Embedded"
SW/솔루션,알피니언메디칼시스템,[일진그룹 계열사] SW개발팀 UE파트/AOP(Acoustic Output Power) Engineering 채용,서울 강서구,"MATLAB
· Python
· labview
· SW"
SW/솔루션,케이씨이아이,응용프로그램 개발자,서울 구로구,"C#
· C++
· Linux
· RDB"
SW/솔루션,칼만,로봇 개발자,경기 안양시,"C
· C++
· Python
· HTML5
· MCU
· MATLAB
· ROS
· Rust
· Embedded
· HW"
SW/솔루션,에이엠텔레콤,SW Application 개발,경기 성남시,"C
· C++
· Python
· Java
· Qt
· C#
· Visual C++
· Linux
· Android OS
· RTOS"
SW/솔루션,아이디알시스템,장비 운용 SW 개발자,대구 달서구,"C#
· C++
· C
· MySQL
· MSSQL
· SQL"
SW/솔루션,엔클로니,"[신규프로젝트팀] 선행 연구 개발 (SW), 비전 장비 개발",서울 구로구,"C++
· C#
· SW
· CUDA"
SW/솔루션,라온시스템즈,SW 개발자,경기 군포시,"C++
· C#
· Mfc
· DB
· WPF
· SW
· Network
· SQL"
SW/솔루션,스파이더크래프트,Windows Client 개발자,서울 강남구,"Windows
· Linux
· MSSQL
· C#
· WPF
· Notion
· C
· MySQL
· C++
· Git"
SW/솔루션,하이퍼정보,RPA(업무자동화) 스크립트 신입 개발자 모십니다.,서울 강남구,"RPA
· Java
· JavaScript
· C#"
SW/솔루션,네오티스,SW/임베디드 정규직 채용,경기 안성시,"C
· C++
· HW
· Embedded
· SW"
SW/솔루션,알피니언메디칼시스템,[일진그룹 계열사] SW개발팀 UE파트/초음파 진단 장비 알고리즘 개발 채용,서울 강서구,"Visual C++
· C
· C++
· MATLAB
· SW"
SW/솔루션,인터콘시스템스,임베디드 S/W 엔지니어 모집,경기 안양시,"MCU
· RTOS
· Embedded Linux
· C
· C++
· ARM
· SW"
SW/솔루션,폴라리스오피스,Doc엔지니어링,서울 구로구,"C++
· Docker
· C"
SW/솔루션,에이엠텔레콤,전장 SW 개발자,경기 성남시,"C
· C++
· Embedded Linux
· Linux"
SW/솔루션,에이엠텔레콤,SW System 개발,경기 성남시,"C
· C++
· Linux
· RTOS
· FW"
SW/솔루션,휴네이트,펌웨어 개발자,경기 안양시,"SW
· FW
· C"
SW/솔루션,앤씨앤,[카메라 개발] 영상 튜닝 개발자 모집,경기 성남시,SW
SW/솔루션,직스테크놀로지,솔루션개발팀 개발자 채용,서울 강남구,"c#
· c++
· Mfc
· C#
· .NET
· VBA"
SW/솔루션,하이보,라이다 연동 시스템 개발,서울 서초구,"C
· C++
· MATLAB
· ROS"
SW/솔루션,백금티앤에이,SW 개발자 (신입/경력),경기 군포시,"C
· C++
· Python
· AWS
· Embedded
· Linux
· SW
· iOS
· OpenCV
· FW"
SW/솔루션,앤씨앤,Automotive 반도체 Embedded SW FAE 모집,경기 성남시,"SW
· C
· C++
· ARM"
SW/솔루션,알세미,시뮬레이션 개발자(신입/주니어),서울 강남구,"C
· C++
· Python
· SPICE
· EDA"
SW/솔루션,컨트롤웍스,[신입/경력] 자율주행 SW 엔지니어,서울 강남구,"C++
· C
· Python
· SW
· DeepLearning"
SW/솔루션,비전세미콘,자동화 시스템 및 로봇제어 소프트웨어 개발,세종,"C++
· SW"
SW/솔루션,브이엔티지,[군산근무] SAP MDM 운영 및 개발 (신입&경력),전북 군산시,"ABAP
· ERP
· SAP"
SW/솔루션,은성글로벌,펌웨어 설계 연구원,강원 원주시,FW
웹퍼블리셔,앰플트리,[일산 마두역] 웹퍼블리셔,경기 고양시,"JavaScript
· HTML5
· CSS 3
· JSP
· Figma"
웹퍼블리셔,파인더스,웹 퍼블리셔 채용,서울 영등포구,"HTML5
· CSS 3
· SCSS
· JavaScript
· React"
웹퍼블리셔,엠투커뮤니티,(신입/경력) 웹퍼블리셔 채용(정규직),서울 성동구,"HTML5
· CSS 3
· SCSS
· JavaScript
· jQuery"
웹퍼블리셔,시큐어,WordPress(워드프레스) 기반 업무 담당자 채용,서울 서초구,"Java
· WordPress
· WooCommerce
· CSS 3
· JavaScript
· React
· HTML5"
VR/AR/3D,한국딥러닝,딥러닝 엔지니어(3D Reconstruction / Generation),서울 서초구,"Git
· PyTorch
· MachineLearning
· DeepLearning
· AI/인공지능
· Docker"
VR/AR/3D,미니레코드,[광주광역시] Unity 게임 클라이언트 개발자,광주 북구,"Unity
· C#"
VR/AR/3D,몽타미디어,unreal 엔진 기반 AR 개발자,서울 마포구,"Unreal Engine
· AR
· VR"
VR/AR/3D,트윔,[면접비 지급] 3D 머신비전 알고리즘 연구개발,경기 화성시,"C++
· AI/인공지능
· OpenCV
· MachineLearning"
블록체인,버들,언리얼엔진 클라이언트 개발자,서울 강남구,"C++
· Unreal Engine
· Blockchain"
블록체인,위메이드,"백엔드 개발(DeFi / Lending, Crypto Dollar, DEX)",경기 성남시,"Blockchain
· Go
· MySQL
· AZURE
· Git
· Slack
· Notion
· Jira
· TypeScript"
블록체인,위메이드,스마트 컨트랙트 개발(NILE 플랫폼),경기 성남시,"Solidity
· Blockchain
· Smartcontract"
블록체인,스탬퍼,블록체인 엔지니어(Blockchain Engineer) 정규직 모집,서울 강남구,"Linux
· AWS
· GCP
· blockchain"
기술지원,스피디,Cloud & 솔루션 엔지니어,서울 송파구,"Azure CDN
· Network
· Linux
· CloudFlare"
기술지원,이파피루스,솔루션 엔지니어(시스템 엔지니어/SE),경기 성남시,"Java
· Windows
· Linux
· Docker
· Python
· Network"
기술지원,이글루코퍼레이션,[전략사업부] 해외사업팀 해외기술지원 신입/경력 채용,서울 송파구,"Linux
· Windows"
기술지원,쿡앱스,"[쿡앱스] 기술지원팀 게임 클라이언트 프로그래머 ( 병역특례 - 전문연구요원, 석사 이상 학력)",경기 성남시,"Unity
· C#"
기술지원,클루닉스,[서울] 리눅스 시스템 엔지니어,서울 영등포구,"Linux
· CentOS
· SW
· Windows Server
· vmware
· XenServer
· Windows"
기술지원,에스넷아이씨티,[군산 새만금 개발공사] 시스템 엔지니어 경력직 모집,전북 군산시,"Cisco
· Network"
기술지원,에이플러스소프트,SW 엔지니어 모집,서울 영등포구,sw
기술지원,플랜트에셋,기술지원 채용공고,서울 금천구,Oracle
기술지원,이글루코퍼레이션,[기술지원센터] 대전지역 보안솔루션 기술지원 엔지니어 신입/경력,대전 유성구,"Linux
· RDB
· MariaDB"
기술지원,파워텍,"출입통제, CCTV 유지보수 인원 모집(서울, 경기, 인천)",서울 구로구,"Network
· TCP/IP"
기술지원,아토리서치,[ATTO] 서비스 개발자 모집,서울 서초구,"OpenStack
· Linux"
기술지원,쿤텍,보안 솔루션 구축 엔지니어(신입),경기 성남시,"Linux
· DB"
기술지원,모니터랩,클라우드플랫폼 보안 서비스 기술지원(신입/경력) 채용,서울 구로구,"Linux
· Network"
기술지원,아토리서치,[ATTO] 기술지원 엔지니어 모집,서울 서초구,"OpenStack
· Linux
· CentOS
· Docker
· Network"
기술지원,비앤케이원,리눅스 서버 구축 및 유지보수 엔지니어,서울 강남구,"Linux
· Windows"
기술지원,래브라도랩스,기술지원 엔지니어,서울 서초구,SW
기술지원,비즈니스온커뮤니케이션,[스마트빌] ABAP개발자 모집,서울 강남구,"ABAP
· MySQL
· SW"
기술지원,소프트보울,[신입/경력] 프론트(UI/UX) 솔루션 기술지원 및 솔루션 개발/개선,경기 과천시,"JavaScript
· TypeScript
· HTML5
· CSS 3
· React"
기술지원,넷킬러,[서울] Google Cloud / Work space / 솔루션 기술팀 채용,서울 중구,"GCP
· AWS
· Windows Server"
기술지원,에스알,[에스알] 개발관리 연구원,경기 의왕시,"Microsoft Excel
· Orcad
· Pads
· SMPS
· PCB
· FW
· HW"
기술지원,케이엠에스테크놀로지,정적분석 SW 기술지원,서울 강남구,"C
· C++
· Java
· Linux
· SW"
기술지원,케이엠에스테크놀로지,네트워크 프로토콜 분석 전문가,서울 강남구,"Network
· TCP/IP
· Linux
· ethernet"
기술지원,코어시스템즈,운송관리시스템 운영 신입 채용,경기 수원시,Java
기술지원,벨아이앤에스,[종근당 계열사] 천안공장 전산유지보수,충남 천안시,"ABAP
· .NET
· ERP"
기술지원,아마존웹서비시즈코리아,"Data Center Network Technician Trainee, Infrastructure Delivery",서울 강남구,"Network
· Microsoft Office 365
· TCP/IP"
기술지원,아고스비전,컴퓨터 비전 및 임베디드 시스템 프로그래머 모집,대전 유성구,"embedded
· linux"
기술지원,하이보,라이다 연동 시스템 개발,서울 서초구,"C
· C++
· MATLAB
· ROS"
기술지원,아이엠에스커넥트,"차량용 IoT 단말기 검증, 테스트 부문 (QA)",서울 광진구,"Embedded
· QA"
기술지원,디엔비소프트,[DNBSOFT]PLC/HMI 자동제어 기술자 모집,강원 원주시,PLC
기술지원,아마존웹서비시즈코리아,"Data Center Cable Install Technician, Infrastructure Delivery",서울 강남구,"Network
· Switch
· Router"
기술지원,아마존웹서비시즈코리아,Rack Decom Datatech,서울 강남구,"Linux
· Network"
기술지원,인사이트스토리,IoT/RFID 기술 엔지니어 신입직원 채용,서울 서초구,"Network
· Router"
